Time,Series_A,Series_B,Series_C,Series_D,Series_E
2023-01-01 00:00:00,0.3805864401429588,-0.5499117201920827,0.21254271118459653,0.5346534182352489,0.34100781986250295
2023-01-01 01:00:00,0.1869520331610252,-1.4020850386994974,-1.494735799366236,1.636085489238665,1.3178481437302172
2023-01-01 02:00:00,-0.017664626630897823,-1.8728916041527306,-2.0742934736682965,2.7887392385792023,0.33655117887885855
2023-01-01 03:00:00,-0.10478369472946472,-0.7790406838781854,-1.1332378886181664,1.8733059145361515,-0.8891911233550315
2023-01-01 04:00:00,1.6338146833601812,-0.8952605660291969,-2.0906460433007146,1.4605627966292947,-1.70158469749803
2023-01-01 05:00:00,2.776356323433001,-0.2608022687376267,-1.0325513861520008,2.263620690051251,-0.0853269737554776
2023-01-01 06:00:00,3.453812508166318,-0.4916706715448003,0.8346439129349024,1.8896140037709832,-1.5016580687454104
2023-01-01 07:00:00,3.326853685321842,0.23672590254300013,0.11926120735481072,0.46305478394790067,-1.4640417997374053
2023-01-01 08:00:00,3.348662350667781,-0.12695716730594603,2.2068424968613156,0.2507251053193952,-1.3925575416318499
2023-01-01 09:00:00,3.9938118744819517,-0.024925798659257523,2.8713735945850365,0.7387747817700339,-0.575414695598061
2023-01-01 10:00:00,3.8530665195827267,-0.2137011355366375,3.9088732817638663,0.6637947764171095,0.4265030883894858
2023-01-01 11:00:00,3.447814956612738,-1.30943995506294,3.942222151166994,-0.011310877973825906,-1.8503832356410812
2023-01-01 12:00:00,2.945316343283887,-2.3783942538343776,1.1407447374017248,-0.5261937109425016,-2.0152761113508286
2023-01-01 13:00:00,2.6212953285640808,-0.824444228193189,0.9972708349433753,-1.1054874188672286,-2.1360399586320864
2023-01-01 14:00:00,1.7619897226881727,0.6364099631091171,1.1803045248730044,-2.181827416226006,-2.0330912792710003
2023-01-01 15:00:00,1.055164957195688,1.8607976624418963,-0.9017041345708001,-1.906408445817858,-1.4083866115434174
2023-01-01 16:00:00,0.016893632178727414,1.3940473317835396,-0.12615525436598463,-1.4457921602771202,-1.1054680830326342
2023-01-01 17:00:00,-0.3208885778762843,0.60698583851862,0.4998384959415477,-0.8283990926748642,-0.4926686970690888
2023-01-01 18:00:00,-3.2615690402371826,0.131145958100859,1.2234694192136732,-1.5192521866952742,0.05574185101867557
2023-01-01 19:00:00,-4.05533428109308,-0.9792534231797163,-0.42999637006975133,-1.8650885667070773,-1.982492533171152
2023-01-01 20:00:00,-4.467195921703983,-1.6422317170011524,-0.5417020711551563,-0.27787360186296484,-2.9605949357985315
2023-01-01 21:00:00,-5.660201074751418,-0.19003258853331628,-0.10527050404928728,2.5704706698869066,-4.099497770932435
2023-01-01 22:00:00,-7.178331692613609,-0.09675061065071486,2.1021538275866747,3.211151487286139,-3.5454731890292988
2023-01-01 23:00:00,-7.648537175542157,0.9303148890955623,2.09651948609058,3.744731500383013,-2.549041255540639
2023-01-02 00:00:00,-5.959400508844769,0.660454432867668,2.8564022851284046,3.896118583114443,-4.627583628060634
2023-01-02 01:00:00,-4.572897750587344,1.637663101400751,2.4404461911089017,4.1626605907055625,-4.442541886259301
2023-01-02 02:00:00,-3.883968737979827,2.7253434674820802,3.0482165410562927,3.7316199345468535,-3.934803061170318
2023-01-02 03:00:00,-3.8420289906906775,4.349663081258076,3.5182064822505508,4.200544992772667,-3.001734128345036
2023-01-02 04:00:00,-5.070376522171501,3.4859132010309275,4.455424120421873,6.048458829840833,-1.6860571168112637
2023-01-02 05:00:00,-4.392287181735603,3.44042662657115,5.645658028105711,6.3790438585230635,-1.6030225406456153
2023-01-02 06:00:00,-3.5670257982592144,4.36642892609514,6.075147174359971,6.707670511227719,-0.8823084205157307
2023-01-02 07:00:00,-3.935267112501851,3.49724138131518,6.082225816248198,6.677039275419712,-0.24276437681528917
2023-01-02 08:00:00,-3.8418958110024986,2.0100388871423256,5.141185479498275,6.138810738037958,0.6212876940376019
2023-01-02 09:00:00,-4.221573830074615,1.740528049583988,5.6791916288673985,6.405055415161466,1.953642595005943
2023-01-02 10:00:00,-4.3796438583141635,3.4597673284972417,3.413198608296841,7.890209720753522,0.9434268614143755
2023-01-02 11:00:00,-4.06325615640822,3.4892629543767204,4.81957816172459,8.19295957947553,1.5911831960369067
2023-01-02 12:00:00,-4.3484629318093955,1.6271281689177957,4.545240110075903,7.982632975477853,0.42950312101240473
2023-01-02 13:00:00,-4.906210843852062,1.4950727150828056,4.009925885194666,6.275476946320216,1.2365541078960307
2023-01-02 14:00:00,-5.282018935641609,3.837079857029842,6.233239535842244,5.6646092264860135,0.7971749913710382
2023-01-02 15:00:00,-5.803901372404508,3.054815875006354,6.212106977087686,4.3982983161373,0.9097414030615676
2023-01-02 16:00:00,-7.391586075496319,3.3768180592933454,6.483784354521964,5.692148134992026,0.818347422793936
2023-01-02 17:00:00,-5.857452595900786,3.3910299001923563,4.649362314245115,5.257485060545113,0.15462023686729964
2023-01-02 18:00:00,-6.18804230279531,4.268131285994574,3.4649828772091276,4.283952633906405,0.7276973885062191
2023-01-02 19:00:00,-6.28103283366758,4.567640842943297,3.9469674891370077,2.8153990949569154,1.907591953647099
2023-01-02 20:00:00,-5.53848674221381,5.053696227389987,4.3805010023864055,3.992314344482819,2.371881844996014
2023-01-02 21:00:00,-5.177596290195987,3.203343177567986,4.522026096998943,3.5320175391872275,3.052424899651466
2023-01-02 22:00:00,-5.247507847057792,3.56822788797631,3.1190716553813065,5.754089316374874,2.493295106809472
2023-01-02 23:00:00,-4.059949620171857,3.07172708434954,3.9954348770571295,6.877291484947756,3.544165918438062
2023-01-03 00:00:00,-4.216843843029496,3.863782707023251,3.323807573247025,7.110386490562693,3.8032349532760166
2023-01-03 01:00:00,-4.269990520740074,5.101475258463897,2.444570664849558,6.6319340427854945,3.9213423930269706
2023-01-03 02:00:00,-4.360527481874231,5.378176505987488,2.1631356725450934,7.206679390901363,3.0782888395516848
2023-01-03 03:00:00,-5.047275678685939,5.924029968156205,2.5825712743669964,7.30405324410758,2.7026330087914556
2023-01-03 04:00:00,-7.217131452824283,5.554168474947088,-0.6723246397335543,7.141977062776658,1.6254432305071473
